RecordDate;Duration_sec;Country;Language;physical_contact_1;physical_contact_2;physical_contact_3;physical_contact_4;physical_contact_5;physical_hygiene_1;physical_hygiene_2;physical_hygiene_3;physical_hygiene_4;physical_hygiene_5;policy_support_1;policy_support_2;policy_support_3;policy_support_4;policy_support_5;generosity_1;generosity_2;generosity_3;psych_wellbeing1_1;psych_wellbeing2_1;collective_narcis_1;collective_narcis_2;collective_narcis_3;national_identity_1;national_identity_2;conspiracy_theories_1;conspiracy_theories_2;conspiracy_theories_3;conspiracy_theories_4;open_mindness_1;open_mindness_2;open_mindness_3;open_mindness_4;open_mindness_5;open_mindness_6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging_1;social_belonging_2;social_belonging_3;social_belonging_4;trait_self_control_1;trait_self_control_2;trait_self_control_3;trait_self_control_4;self_esteem_1;narcissism_1;narcissism_2;narcissism_3;narcissism_4;narcissism_5;narcissism_6;moral_identity_1;moral_identity_2;moral_identity_3;moral_identity_4;moral_identity_5;moral_identity_6;moral_identity_7;moral_identity_8;moral_identity_9;moral_identity_10;risk_perception_1;risk_perception_2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;ladder;urban;tested_positive;know_tested_positive;Attcheck_nobots;Attcheck2 
02/05/20;1553;TURKEY;Turkish;10;1;10;10;10;8;10;10;8;9;10;10;6;9;10;50;25;25;3;10;7;10;6;10;10;5;0;3;4;8;9;10;9;0;1;8;8;10;10;8;3;10;8;10;10;9;10;10;9;4;2;2;10;10;8;7;9;6;1;5;8;10;0;7;6;0;7;8;5;10;30;2;1;10;25;300;4;2; ;23;1;0;3; ;7;1;1;2;213;10
08/05/20;1013;TURKEY;Turkish;10;1;7;9;10;10;10;10;6;10;10;10;10;9;10;70;15;15;6;4;8;10;8;10;10;8;5;3;3;8;10;9;10;3;6;8;6;6;6;6;7;6;7;5;8;8;9;10;6;6;4;2;7;6;6;6;7;6;1;7;6;7;3;7;10;3;7;7;9;50;30;5;16;9;50;300;4;1; ;34;3;2;2; ;4;1;1;2;213;0
04/05/20;1383;TURKEY;Turkish;10;2;10;10;10;10;10;10;10;10;8;9;9;10;10;0;0;100;8;8;7;8;8;10;10;10;1;1;1;10;10;10;10;10;3;10;10;10;10;3;3;2;10;10;10;10;10;10;10;10;10;10;10;2;2;1;1;2;2;6;10;10;1;8;10;5;10;10;10;60;60;10;5;10;50;300;4;2; ;67;1;1;5; ;6;1;1;2;213;0
03/05/20;2270;TURKEY;Turkish;10;1;1;10;10;10;10;10;10;10;10;10;10;10;10;30;40;30;2;9;10;10;10;10;10;9;9;9;9;5;10;10;10;10;10;10;10;10;10;10;9;9;9;9;10;10;10;10;9;9;9;5;9;10;9;9;9;9;9;10;10;10;4;10;10;10;10;10;10;10;80;8;16;7;50;300;4;1; ;67;3;2;5; ;6;2;1;1;213;0
03/05/20;1640;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;6;9;10;10;10;10;75;0;25;6;6;10;9;8;10;10;2;1;1;1;8;10;10;7;2;1;6;8;9;9;7;7;6;2;9;10;10;8;10;7;9;3;1;10;3;7;1;8;8;2;10;10;9;0;9;8;1;8;8;10;70;60;6;16;9;50;300;4;1; ;70;3;3;5; ;8;1;1;1;213;0
03/05/20;1290;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;30;20;50;10;0;7;5;7;10;10;8;7;7;6;7;10;10;3;2;3;7;8;3;8;8;8;7;10;10;10;10;10;10;0;10;0;0;10;7;5;2;7;8;1;10;10;10;4;10;6;7;8;10;10;10;50;8;16;7;50;300;4;2; ;70;3;2;1; ;4;1;1;2;213;0
02/05/20;1539;TURKEY;Turkish;10;1;9;10;10;10;10;10;10;10;10;10;10;10;10;95;5;0;8;8;0;8;4;10;10;9;9;0;0;8;10;10;10;0;0;2;10;10;10;2;0;10;10;10;8;8;8;10;10;10;0;2;10;2;5;0;8;4;0;10;10;10;0;10;9;0;10;10;10;70;70;7;16;9;50;300;4;1; ;42;3;2;1; ;4;1;1;1;213;0
02/05/20;1163;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;40;8;10;10;10;8;10;10;5;5;5;5;5;10;7;5;0;0;6;5;5;8;10;8;10;8;10;10;10;7;10;10;10;2;3;9;0;3;9;5;10;0;10;8;0;0;5;9;0;2;5;3;0;50;5;11;10;50;300;4;2; ;20;1;0;2; ;1;1;1;1;213;0
02/05/20;2191;TURKEY;Turkish;10;0;9;10;10;10;10;10;10;10;10;10;10;10;10;50;40;10;4;7;10;10;10;10;10;10;8;10;10;2;10;10;10;5;7;0;1;6;8;10;7;8;8;10;0;0;0;0;8;10;1;3;10;9;7;5;9;6;0;8;10;7;0;7;2;1;7;8;10;60;50;9;2;8;50;300;4;1; ;32;3;0;1; ;7;1;1;2;213;0
02/05/20;1235;TURKEY;Turkish;9;2;9;8;9;8;9;9;9;9;10;10;10;10;10;90;5;5;3;5;7;7;7;10;10;5;5;5;5;2;8;8;9;5;3;7;7;8;8;3;3;3;2;7;6;3;7;9;8;8;8;3;6;5;5;2;5;2;5;8;5;4;2;5;5;2;5;5;7;60;50;5;16;6;50;300;4;1; ;63;3;2;5; ;8;1;1;1;213;0
02/05/20;1101;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;90;10;6;5;5;5;7;7;6;3;6;6;1;10;10;10;0;0;2;6;10;10;4;3;1;10;10;5;8;9;10;10;10;1;1;10;3;6;1;10;6;0;10;10;10;0;10;10;0;5;7;10;0;60;1;16;10;50;300;4;2; ;58;1;0;5; ;5;1;1;1;213;0
02/05/20;1122;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;33;33;34;8;7;10;10;10;10;10;8;7;6;6;4;6;7;7;6;7;10;10;10;10;10;10;10;6;6;4;7;7;6;8;7;0;0;10;0;0;0;0;0;0;10;10;3;0;4;3;0;7;10;10;50;50;5;16;8;50;300;4;1; ;17;1;0;4; ;6;2;1;1;213;0
02/05/20;2483;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;60;20;20;2;9;1;7;8;9;3;3;3;3;3;0;10;10;7;0;0;8;6;3;7;7;6;6;8;10;10;10;10;10;10;10;0;0;10;0;7;6;6;6;1;10;10;10;10;10;10;2;7;7;9;10;10;3;7;8;50;300;4;2; ;52;3;2;1; ;5;1;1;1;213;0
02/05/20;1959;TURKEY;Turkish;8;0;5;10;10;10;10;10;10;10;10;10;10;10;10;0;60;40;3;4;5;7;7;10;10;6;7;5;5;6;10;7;10;2;7;5;5;10;7;5;7;10;5;6;8;7;7;7;7;7;1;4;8;5;7;6;10;5;4;7;6;1;5;6;6;5;0;0;5;50;10;7;11;4;50;300;4;2; ;35;1;0;1; ;8;1;1;1;213;0
02/05/20;1665;TURKEY;Turkish;10;0;9;10;10;8;8;8;8;8;10;10;10;10;10;70;20;10;6;4;10;6;6;10;10;5;5;5;5;10;10;10;10;0;0;10;10;10;9;9;0;0;6;6;8;8;8;9;10;4;4;0;9;6;4;1;4;6;6;10;10;7;0;7;4;0;6;6;10;80;80;3;10;10;50;300;4;2; ;34;3;3;6;geliri olan ev kadını;5;1;1;1;213;0
02/05/20;1314;TURKEY;Turkish;10;0;9;10;10;10;10;10;10;10;10;10;10;10;10;35;30;35;8;7;10;10;9;10;10;10;8;2;3;9;10;9;9;5;2;8;7;7;10;8;8;9;10;10;8;8;8;10;7;9;0;1;10;5;0;3;6;5;0;9;10;6;0;10;9; ;6;3;5;0;70;5;16;10;50;300;4;2; ;35;3;2;1; ;6;1;1;1;213;0
02/05/20;2382;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;30;30;40;8;7;10;10;10;10;10;10;10;10;10;10;10;10;10;0;2;7;7;8;9;2;2;9;10;8;10;10;10;10;10;10;0;0;7;1;8;0;0;0;0;10;8;0;0;0;0;10;0;10;10;0;0;0;16;10;50;300;4;2; ;58;3;2;2; ;6;1;1;1;213;0
02/05/20;1748;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;50;30;20;9;8;8;6;9;10;10;10;10;6;10;6;1;7;10;0;0;6;10;10;9;6;8;8;10;10;10;10;10;10;10;10;1;0;10;5;6;9;10;10;0;10;10;10;0;10;10;0;10;10;10;10;10;4;16;10;250;300;4;2; ;35;3;2;1; ;4;1;1;1;213;0
02/05/20;1513;TURKEY;Turkish;10;1;10;10;0;10;10;10;8;10;10;10;0;10;5;80;0;20;0;1;0;0;0;10;10;5;10;8;10;2;10;10;9;0;0;9;8;9;9;5;2;8;0;10;8;8;9;8;10;10;0;0;10;7;2;10;10;1;10;10;10;0;0;2;10;0;0;2;10;50;80;5;16;10;25;300;4;1; ;49;3;1;2; ;11;1;1;1;213;0
02/05/20;1656;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;20;70;10;0;10;10;10;10;10;10;6;0;0;0;10;0;10;10;5;1;10;10;10;10;10;0;10;4;10;5;0;10;10;10;10;10;10;10;5;5;10;10;5;0;10;10;5;0;5;5;0;0;6;10;50;60;5;1;5;50;300;4;2; ;53;3;2;5; ;8;1;1;1;213;0
02/05/20;1355;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;0;8;10;10;10;10;10;10;5;0;0;0;10;10;10;10;3;8;0;5;10;9;10;10;0;10;10;10;10;10;10;3;10;10;0;10;10;10;6;10;10;10;10;10;10;0;10;10;0;10;10;10;20;10;10;15;10;50;300;4;2; ;28;3;2;6;Ev hanimi;1;1;1;1;213;0
02/05/20;1407;TURKEY;Turkish;9;2;10;10;10;8;7;9;4;10;10;1;0;0;0;60;0;40;3;4;10;10;10;10;10;6;4;4;4;9;10;10;8;0;1;10;8;10;8;4;3;7;4;9;9;8;10;10;10;10;3;0;10;3;8;3;9;5;4;10;9;4;0;7;7;1;8;4;1;30;60;6;16;10;50;300;4;2; ;22;2;1;2; ;7;1;1;2;213;0
01/05/20;964;TURKEY;Turkish;10;1;8;10;8;10;10;10;10;9;8;9;10;10;9;25;50;25;4;3;9;10;6;10;10;6;5;6;4;9;7;8;6;1;2;8;10;5;7;10;8;7;8;7;10;8;7;4;6;8;3;6;9;6;5;5;7;7;6;7;9;5;5;7;9;2;6;8;10;70;60;7;14;8;25;300;4;1; ;51;3;1;5; ;4;1;1;2;213;0
01/05/20;1827;TURKEY;Turkish;10;0;9;9;9;7;5;9;9;7;10;10;5;10;10;50;30;20;1;2;0;0;0;5;0;7;7;8;9;2;10;10;10;0;0;8;9;8;9;7;9;9;1;0;9;9;8;7;9;7;7;2;9;7;7;1;5;6;9;10;8;3;0;8;7;0;7;7;7;80;80;3;15;8;50;300;4;1; ;48;3;2;3; ;9;1;1;1;213;0
01/05/20;2195;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;75;15;10;5;10;10;10;10;10;10;5;5;5;5;0;10;10;10;0;0;8;9;10;10;10;8;8;9;10;10;10;10;10;10;10;0;10;10;7;8;0;10;10;2;10;10;8;0;9;10;0;6;6;10;70;90;5;1;10;50;300;4;2; ;35;3;2;6;Ev hanımı;6;1;1;1;213;0
02/05/20;1071;TURKEY;Turkish;9;6;9;8;10;10;9;7;5;9;10;10;10;10;10;80;15;5;0;6;9;9;10;10;10;0;1;2;1;9;1;10;10;1;0;7;8;8;8;8;9;8;10;10;0;10;7;7;10;9;10;2;8;10;8;2;8;9;0;10;8;0;0;4;7;2;7;10;10;20;10;6;5;7;25;300;4;1; ;15;1;0;4; ;11;2;1;1;213;1
08/05/20;938;TURKEY;Turkish;9;0;8;7;10;9;8;7;7;9;10;10;8;9;8;50;20;30;7;8;8;8;8;10;10;7;7;7;7;7;3;8;6;7;4;7;3;8;8;8;7;7;7;4;7;7;7;7;8;4;7;6;7;7;8;10;10;8;7;8;8;7;8;7;7;7;7;9;7;30;30;4;4;7;50;300;4;1; ;18;1;0;4; ;7;2;1;1;213;5
02/05/20;1278;TURKEY;Turkish;10;0;5;9;10;9;8;10;10;8;10;10;10;10;10;80;0;20;3;4;5;9;9;10;10;1;2;4;4;5;10;8;8;0;0;7;8;7;5;9;5;5;2;10;8;8;8;9;9;9;1;3;9;5;5;5;7;7;0;9;9;5;0;6;6;0;6;6;8;50;50;2;16;8;25;300;4;1; ;54;3;3;5; ;9;1;1;1;213;5
01/05/20;1396;TURKEY;Turkish;10;0;1;10;10;10;10;10;10;7;0;0;0;0;0;40;20;40;7;2;0;0;0;0;0;10;8;10;1;9;10;2;9;7;8;10;9;10;10;10;7;10;10;8;2;0;6;10;10;8;0;1;10;10;10;3;10;10;7;10;10;8;0;7;3;0;7;4;10;0;100;5;10;10;0.50;300;4;1; ;20;1;0;1; ;1;1;1;2;213;7
02/05/20;771;TURKEY;Turkish;8;3;7;10;2;10;8;10;6;10;10;10;10;10;10;100;0;0;7;6;4;6;4;7;7;0;0;0;0;2;10;10;10;0;0;8;10;10;9;8;1;2;9;4;10;10;7;10;6;3;7;10;8;1;1;2;1;1;1;8;8;1;1;8;2;0;8;7;0;50;70;4;7;9;0.50;300;4;1; ;18;1;0;4; ;5;1;1;1;213;8
02/05/20;641;TURKEY;Turkish;10;1;4;9;0;0;10;10;10;10;10;10;10;10;10;15;75;10;10;10;10;0;5;10;10;10;10;0;10;3;8;1;10;1;10;10;10;10;5;10;5;5;10;1;0;10;0;10;0;10;10;10;10;0;10;10;0;10;10;10;10;0;10;0;10;10;10;0;3;0;0;10;7;10;50;3;4;2; ;24;3;1;6;Ev hanımı;6;1;1;1;213;10
02/05/20;2029;TURKEY;Turkish;10;0;5;10;10;10;10;10;10;10;10;10;10;10;10;50;20;30;10;10;10;10;10;10;10;10;10;10;10;8;10;10;10;4;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;0;0;0;0;0;0;10;10;10;10;10;10;10;10;10;10;100;100;6;16;10;50;3;4;2; ;45;3;2;1; ;6;1;1;1;213;10
02/05/20;2206;TURKEY;Turkish;10;5;5;8;8;8;8;8;8;8;8;8;8;8;8;40;30;30;5;9;10;10;10;5;5;5;5;5;5;7;10;10;10;10;5;8;5;8;8;8;8;8;10;5;8;8;8;8;5;5;5;5;10;8;5;5;8;5;5;9;9;9;9;9;9;9;9;9;9;50;50;8;16;10;50;3;4;1; ;45;1;0;2; ;8;1;1;1;213;0
02/05/20;1467;TURKEY;Turkish;10;1;4;7;9;6;6;5;6;3;4;7;7;8;10;90;5;5;2;8;6;10;7;9;8;2;2;2;2;1;10;9;8;0;0;6;5;8;8;1;7;10;7;4;6;4;5;5;9;9;1;1;6;1;2;0;3;0;10;5;5;5;1;5;5;5;0;0;1;20;10;5;16;8;25;3;4;1; ;25;2;2;2; ;8;1;1;1;213;0
02/05/20;1206;TURKEY;Turkish;10;0;10;9;10;10;10;10;6;10;10;10;10;10;10;20;50;30;2;6;1;8;5;10;10;0;0;0;0;7;10;10;10;0;0;9;9;10;8;7;9;10;5;5;7;4;4;9;10;7;7;6;8;3;4;8;8;0;6;10;9;2;0;8;8;1;3;1;8;60;90;4;16;8;25;3;4;2; ;22;1;0;3; ;7;2;1;2;213;0
02/05/20;1382;TURKEY;Turkish;9;0;10;10;10;5;5;8;9;9;10;10;9;9;10;90;0;10;8;6;10;10;10;10;10;1;0;1;0;8;0;10;9;9;2;9;9;9;8;8;10;10;9;9;9;9;9;10;10;9;0;0;9;5;8;1;7;7;1;9;9;9;0;5;7;3;5;5;9;10;70;1;14;10;50;3;4;1; ;60;3;3;1; ;7;1;1;1;213;0
02/05/20;1672;TURKEY;Turkish;9;2;9;10;10;9;7;10;5;10;9;10;9;10;9;50;20;30;6;6;2;0;3;10;5;7;7;7;8;2;10;9;10;0;0;7;8;10;10;10;7;10;7;7;9;9;10;10;9;9;1;0;7;2;10;5;8;6;5;10;10;7;0;6;5;0;0;0;10;80;80;4;16;8;25;3;4;2; ;33;1;1;1; ;4;1;1;2;213;0
02/05/20;1037;TURKEY;Turkish;10;1;10;9;10;10;10;10;10;10;9;9;9;9;10;40;40;20;8;8;10;9;9;10;10;2;2;3;3;3;9;9;9;0;1;9;9;10;8;8;8;8;6;9;9;9;9;10;9;10;2;9;9;9;3;3;8;9;1;9;9;7;1;6;6;1;5;8;8;0;30;7;1;9;50;3;4;1; ;36;3;2;1; ;4;1;1;1;iki yüz on üç (213);0
01/05/20;1359;TURKEY;Turkish;10;0;7;10;10;10;10;10;7;10;10;10;10;10;10;50;50;0;10;7;0;10;10;10;10;10;0;10;10;0;10;10;10;0;0;5;0;10;5;10;10;10;8;10;10;10;10;10;10;6;0;8;6;5;5;0;10;5;0;10;10;2;0;5;4;10;5;0;10;20;50;7;15;8;50;3;4;1; ;23;2;0;3; ;6;2;1;2;213;0
04/05/20;1475;TURKEY;Turkish;10;2;6;7;8;10;10;10;10;10;10;10;10;10;10;85;12;3;2;2;3;4;2;9;9;9;8;8;8;6;4;6;6;4;7;4;4;4;4;4;4;4;0;3;6;4;7;6;6;4;4;6;6;6;6;4;6;6;6;6;6;6;4;6;6;4;6;6;6;90;90;5;1;6;50;3;4;1; ;33;1;0;3; ;9;1;2;2;213;4
08/05/20;678;TURKEY;Turkish;6;0;6;3;10;10;10;10;8;8;10;10;10;10;10;50;0;50;1;3;0;5;2;2;1;10;10;9;10;0;9;9;10;0;2;7;2;8;6;7;7;3;10;7;8;7;3;7;8;6;9;3;9;8;10;0;6;5;7;8;10;2;5;5;3;8;8;1;10;20;40;5;11;9;50;3;4;1; ;19;1;0;2; ;6;1;1;1;213;6
01/05/20;1204;TURKEY;Turkish;10;2;10;10;10;10;10;10;10;10;10;10;10;10;10;80;10;10;1;6;10;10;10;10;10;5;7;6;7;10;3;6;4;3;9;10;10;10;10;8;10;10;4;3;5;6;4;8;3;3;8;4;8;6;5;8;4;5;7;9;8;4;5;6;8;7;5;6;8;100;70;6;16;8;50;3;4;2; ;35;3;2;3; ;6;1;1;2;213;7
02/05/20;346;TURKEY;Turkish;10;0;8;10;10;10;10;10;10;10;10;10;10;10;10;100;0;0; ; ;10;10;10;10;10;10;8;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;10;6;7;10;9;9;10;9;10;10;10;10;10;10;9;9;100;100;9;3;10;50;2;4;1; ;18;1;0;1; ;1;1;2;2;213;10
02/05/20;1765;TURKEY;Turkish;8;1;10;10;10;10;10;10;10;10;10;10;10;10;10;50;10;40;5;5;7;8;5;10;10;1;2;2;2;4;10;8;10;5;2;6;8;10;10;10;10;9;6;9;8;8;9;9;9;9;5;1;8;3;5;2;7;6;1;10;9;9;0;7;8;0;7;9;10;20;30;3;16;6;50;1;4;1; ;60;3;1;5; ;6;1;1;1;213;0
02/05/20;2363;TURKEY;Turkish;2;10;10;10;10;10;10;10;7;10;10;10;8;10;10;90;5;5;8;8;9;7;9;10;10;3;3;3;3;10;10;10;10;0;5;10;10;10;10;7;5;9;10;10;10;10;10;10;10;10;8;0;10;10;10;0;5;5;0;10;10;8;0;8;10;0;8;9;10;10;40;2;7;10;50;1;4;2; ;59;3;2;1; ;3;1;1;2;213;0
02/05/20;3123;TURKEY;Turkish;8;2;3;8;9;9;9;9;8;8;10;10;10;8;8;100;0;0;4;7;6;4;4;7;7;4;4;4;3;6;4;8;8;10;5;6;4;6;6;6;6;3;4;6;6;6;7;8;6;9;8;4;6;4;8;4;7;6;1;5;4;6;3;4;3;4; ;3;6;30;30;6;11;10;50;300;4;1; ;68;3;2;5; ;8;1;1;1;213; 
08/05/20;1134;TURKEY;Turkish;7;1;10;10;10;9;10;10;6;8;10;10;10;10;10;100;0;0;8;8;6;7;7;10;10;6;6;6;7;2;10;10;1;0;0;7;8;10;8;2;9;9;7;7;8;9;10;10;8;7;7;1;10;3;8;8;8;7;2;9;9;7;1;8;9;1;7;6;7;20;70;7;10;8;50;300;4;1; ;55;3;2;1; ;6;1;1;1;213;0
02/05/20;1245;TURKEY;Turkish;9;2;9;7;7;7;7;7;7;8;9;9;5;5;5;50;0;50;7;7;5;7;5;9;9;7;8;9;7;5;9;9;8;1;2;8;9;9;8;3;3;10;7;7;7;8;8;8;7;9;3;3;8;5;5;5;7;6;5;9;8;7;1;7;9;1;7;7;9;50;50;6;16;7;25;3;4;1; ;46;3;2;1; ;5;1;1;2;213;0
03/05/20;1966;TURKEY;Turkish;9;1;9;10;2;9;8;9;8;8;9;8;7;10;7;70;0;30;3;4;9;8;7;7;7;8;7;6;7;8;7;8;7;2;7;9;6;8;7;7;7;7;6;9;2;3;3;4;7;8;2;7;7;7;10;6;6;6;6;7;7;8;8;7;7;10;7;7;8;40;70;3;10;7;50;1;4;1; ;65;3;3;5; ;4;1;1;1;213;0
02/05/20;647;TURKEY;Turkish;9;0;8;10;10;3;9;10;10;10;10;10;10;10;10;0;50;50;8;8;5;7;7;10;10;10;7;6;6;0;10;10;10;0;0;10;10;10;10;10;10;4;10;7;10;8;10;10;10;10;6;2;7;3;2;2;0;6;0;10;10;4;1;8;9;0;10;10;10;10;10;0;16;10;3234;23432432;4;1; ;43;1;0;1; ;1;1;1;2;216;10
02/05/20;1364;TURKEY;Turkish;10;2;9;9;8;10;10;10;10;10;10;8;10;9;10;65;20;15;7;8;9;10;10;10;10;4;7;7;7;9;1;8;8;1;2;8;9;8;9;9;9;9;9;10;10;8;8;10;9;9;3;1;9;8;9;3;8;9;2;10;9;8;1;8;8;1;9;8;10;90;70;9;10;8;50;90000;4;2; ;48;3;3;1; ;3;1;1;2;213;0
05/05/20;610;TURKEY;Turkish;3;8;10;7;10;10;10;10;10;10;10;10;10;10;10;90;5;5;10;6;8;10;10;10;10;0;0;0;0;8;10;10;10;0;1;10;10;10;10;10;7;10;8;9;10;10;10;10;10;10;0;0;10;10;5;2;6;4;0;10;9;9;0;10;10;0;7;9;10;40;40;3;16;9;50;900;4;2; ;45;3;2;1; ;5;1;1;2;213;0
05/05/20;1383;TURKEY;Turkish;5;4;8;10;10;10;10;10;10;10;10;10;7;10;10;80;10;10;8;7;7;8;9;10;10;2;2;1;1;7;10;10;10;0;4;10;10;9;8;7;5;8;9;10;10;10;10;10;9;10;7;0;10;5;7;2;9;9;0;10;10;7;0;8;10;0;10;9;10;50;50;5;3;8;50;900;4;2; ;59;3;2;1; ;3;1;1;2;213;0
08/05/20;1350;TURKEY;Turkish;10;7;9;10;10;10;10;10;10;10;10;9;10;10;10;50;25;25;10;10;10;10;10;8;7;4;3;7;8;10;5;7;8;10;10;9;10;10;10;10;10;9;10;10;10;10;9;10;10;10;10;0;10;8;10;10;10;10;10;10;10;10;10;9;8;10;9;10;10;0;10;10;15;10;50;5;4;2; ;36;3;3;1; ;1;1;1;2;213;9
02/05/20;1323;TURKEY;Turkish;10;0;10;10;10;8;8;10;9;10;8;10;8;10;10;50;30;20;4;6;8;8;8;10;10;8;6;5;5;9;2;9;6;0;2;8;8;10;8;3;4;0;7;10;5;7;7;6;6;9;7;6;6;7;4;2;5;5;7;8;5;5;2;6;7;7;4;4;8;0;30;6;16;6;50;300;4;2; ;45;3;2;6;ev kadını;5;1;1;2;213;0
02/05/20;1480;TURKEY;Turkish;10;0;8;9;10;10;10;10;6;9;8;10;10;10;10;70;0;30;7;10;0;2;2;2;4;1;0;0;1;7;3;8;9;0;3;7;7;7;8;4;5;6;2;7;7;6;5;8;8;8;6;5;8;9;5;3;7;7;0;8;8;2;5;6;5;5;6;5;6;50;60;5;15;7;25;300;4;2; ;30;3;3;1; ;4;1;1;1;213;0
02/05/20;1049;TURKEY;Turkish;9;3;5;10;0;10;10;9;1;10; ; ; ; ; ;60;30;10;7;2;8;10;6;10;7;8;2;6;3; ; ; ; ; ;7;5;8;10;6;4;6;0;10;1;2;9;6;1;10;10;0;10;10;6;10;9;6;8;2;9;3;7;0;7;3;6;3;7;3;80;30;10;1; ;25;300;4;1; ;38;3;1;1; ;11;1;1;2;213;0
02/05/20;1499;TURKEY;Turkish;10;0;10;10;10;10; ;10;10;10;10;10;10;10;10;50;30;20;7;7;10;10;10;10;10;10;10;10;10;10;2;10;0;0;2;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;0;0;10;10;8;0;10;1;1;10;10;5;7;10;10;5;0;10;10;30;50;0;16;10;50;300;4;2; ;45;3;2;1; ;1;1;1;1;213;7
08/05/20;897;TURKEY;Turkish;10;0;10;10;10;10;9;9;10;9;9;10;10;10;9;70;20;10;8;6;8;9;7;8;9;1;0;1;0;6;0;8;9;8;0;9;8;8;8;8;9;10;8;6;8;7;9;10;9;9;6;0;9;4;8;0;9;7;1;7;7;7;0;8;7;5;8;8;8;40;60;6;9;8;25;3;4;1; ;19;1;0;4; ;4;1;1;1;213;6
05/05/20;312;TURKEY;Turkish;6;7;6;6;3;5;5;5;5;5;6;4;6;4;6;5;33;62;7;4;5;5;5;10;10;5;5;5;5;6;4;5;5;5;5;5;5;5;5;5;5;5;5;5;8;4;5;5;5;5;5;5;10;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;0;70;5;1;5;23;4;5;1; ;45;3;6;2; ;1;3;1;1;213;6
02/05/20;732;TURKEY;Turkish;10;1;9;9;10;8;8;10;2;10;10;10;2;10;3;0;50;50;1;10;7;10;10;10;10;2;2;0;2;10;10;10;7;0;0;7;9;10;2;10;10;10;10;10;9;10;9;7;10;0;0;7;9;7;10;1;9;3;2;10;8;1;0;7;1;3;3;9;10;50;50;6;10;10;25;300;5;2; ;24;1;0;3; ;1;1;1;1;213;9
08/05/20;657;TURKEY;Turkish;8;8;9;8;8;5;4;3;2;1;10;10;10;10;10;100;0;0;8;5;8;7;6;10;10;10;0;10;7;2;8;7;2;7;3;8;8;2;3;8;8;8;10;10;10;10;10;10;0;3;7;8;10;7;6;6;3;8;10;10;10;8;0;0;0;9;0;0;10;40;30;10;9;3;50;300;5;1; ;13;1;0;4; ;6;2;1;2;213;10
02/05/20;1102;TURKEY;Turkish;8;2;7;7;7;8;8;8;7;8;8;8;7;8;8;60;38;2;7;8;8;8;8;9;8;8;8;8;8;8;8;7;8;8;8;7;8;7;7;8;8;8;8;8;8;7;9;8;8;8;8;9;7;6;4;7;7;7;7;9;8;8;8;8;8;8;8;8;9;80;80;9;16;8;50;30;5;1; ;42;3;1;1; ;3;1;1;1;213;0
03/05/20;786;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;0;10;10;0;50;50;10;10;4;6;4;10;10;0;0;0;0;0;10;10;10;0;0;10;4;10;2;10;3;10;6;2;0;6;3;10;3; ; ; ;10;10;6;10;8;10;10;10;10;0;0;10;10;0;10;10;10;10;70;10;6;10;50;3;5;2; ;11;1;0;4; ;6;1;2;1;213;10
02/05/20;1943;TURKEY;Turkish;9;0;9;9;10;10;10;10;10;9;10;10;10;10;9;50;40;10;8;8;5;9;10;10;9;5;5;5;5;9;9;10;9;0;0;6;6;9;7;5;5;10;7;7;6;6;4;6;10;8;0;7;8;6;6;5;6;5;4;10;10;9;0;9;9;0;8;7;8;30;40;10;1;8;25;1;5;2; ;57;3;2;1; ;5;1;1;1;213;0
02/05/20;977;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;4;10;10;10;50;40;10;10;5;5;5;10;10;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;50;50;5;16;10;50;300;50;2; ;20;1;0;1; ;1;1;2;1;213;0
