,RecordDate,Duration_sec,Language,Country,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1,psych_wellbeing2,collective_narcis1,collective_narcis2,collective_narcis3,national_identity_1,national_identity_2,Conspiracy_theories_1,Conspiracy_theories_2,Conspiracy_theories_3,Conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,Self.esteem,AttCheck2,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,MORAL_ID_1,MORAL_ID_2,MORAL_ID_3,MORAL_ID_4,MORAL_ID_5,MORAL_ID_6,MORAL_ID_7,MORAL_ID_8,MORAL_ID_9,MORAL_ID_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle,health_cond,CRT1,CRT2,CRT3,sex,sex_other,age,marital,children,employment_status,employment_status_other,Ladder,urban,tested_positive,know_tested_positive,education_status,education_status_other,region,latest_vote,latest_vote_other,AttCheck_nobots
61,5/1/2020 16:32,680,MK,North Macedonia,10,1,10,0,7,1,1,7,2,0,5,10,0,10,0,100,0,0,5,8,0,0,0,0,3,30,30,20,10,7,10,5,8,0,0,5,5,4,4,5,10,10,100,82,3,2,3,3,9,9,1,7,7,8,0,2,1,1,1,1,6,6,2,2,5,7,6,7,7,7,0,60,5,2,9,50,3,7,2,,26,1,0,1,,6,1,1,1,6,,7,5,,213
62,4/29/2020 22:16,3343,MK,North Macedonia,0,5,1,3,3,8,8,9,3,10,2,3,0,0,10,50,50,0,6,6,50,60,60,10,10,30,20,50,30,4,10,10,10,0,0,8,5,7,7,8,7,9,100,70,10,8,9,9,8,9,4,2,10,0,5,3,0,10,9,2,9,9,2,0,8,5,0,5,4,10,10,10,5,11,10,50,NA,NA,1,,60,3,2,1,,5,1,1,1,6,,10,4,,213
63,5/2/2020 6:58,1950,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,9,9,8,9,86,0,50,50,7,5,0,0,0,4,5,10,0,10,10,2,10,10,10,0,0,5,8,7,8,8,9,8,65,70,8,7,8,8,5,10,1,1,8,0,2,2,1,1,1,0,8,8,5,2,7,1,2,5,4,7,70,70,4,10,8,50,300,4,2,,49,1,0,1,,6,1,1,1,6,,7,12,,213
64,5/1/2020 14:43,1706,MK,North Macedonia,9,2,9,9,9,9,8,10,5,10,10,10,10,10,100,50,25,25,5,5,30,50,50,5,9,60,20,0,0,5,8,8,8,2,2,8,7,8,7,8,8,8,76,74,6,7,7,10,9,8,5,2,9,5,1,5,5,7,5,5,6,10,5,1,5,8,1,2,5,5,30,40,4,4,5,25,3,4,2,,62,3,2,1,,3,1,1,1,6,,5,4,,213
65,5/1/2020 20:07,1284,MK,North Macedonia,9,2,2,10,10,8,9,9,8,8,8,8,2,9,91,80,10,10,7,7,70,90,90,5,8,0,50,70,70,8,8,8,8,0,0,8,0,5,8,2,8,8,83,50,5,5,2,5,8,8,1,1,8,0,8,8,9,9,9,5,8,8,8,0,5,8,5,3,3,5,0,80,5,2,10,50,300,8,2,,47,3,1,3,,6,1,1,1,7,,5,13,,213
66,4/30/2020 21:24,1333,MK,North Macedonia,9,6,10,9,10,7,9,10,10,8,10,7,7,10,100,50,40,10,9,8,0,0,0,7,4,50,0,30,0,2,10,10,10,1,1,8,7,8,8,8,8,8,100,100,10,10,10,10,7,9,8,6,9,0,0,3,3,4,6,2,10,10,5,0,9,6,1,5,5,7,20,40,1,6,10,25,NA,NA,2,,31,3,1,1,,6,1,1,1,6,,7,4,,213
67,5/1/2020 16:41,1409,MK,North Macedonia,9,9,10,10,10,10,10,10,10,7,10,10,7,10,70,30,70,0,4,3,50,50,50,NA,NA,0,0,NA,NA,8,10,10,10,0,0,5,5,5,10,5,10,10,65,50,10,8,8,10,2,4,8,8,3,0,0,0,0,10,6,0,10,10,0,0,10,0,7,0,7,5,80,80,5,16,7,50,3,4,1,,28,2,0,3,,9,1,1,1,5,,7,13,,213
68,4/28/2020 20:20,79723,MK,North Macedonia,8,1,10,9,10,9,9,9,7,9,0,10,0,7,81,20,40,40,6,5,80,60,70,5,5,90,90,80,90,2,10,10,10,0,1,9,6,4,6,9,8,9,87,78,8,5,6,6,7,8,7,3,5,0,5,5,1,5,5,2,9,9,5,1,7,1,5,5,5,5,10,50,6,16,7,NA,NA,NA,2,,55,3,2,1,,3,2,1,2,6,,4,10,,213
69,5/1/2020 22:27,2220,MK,North Macedonia,8,1,9,10,10,7,7,10,8,7,10,10,5,10,98,0,100,0,8,8,30,50,30,8,8,0,0,0,0,2,9,9,9,1,1,8,5,9,7,6,6,8,80,80,8,8,9,9,6,8,2,3,8,0,1,7,1,5,5,2,10,10,5,0,8,5,0,8,7,10,50,50,3,16,8,NA,NA,NA,2,,41,1,0,1,,4,1,1,1,6,,4,4,,213
70,5/2/2020 13:06,1047,MK,North Macedonia,7,9,10,10,10,6,5,10,10,10,10,10,10,10,100,0,45,55,9,8,50,50,50,3,1,30,10,0,0,5,10,9,10,0,2,8,4,8,8,5,9,9,100,100,8,9,10,10,6,9,6,5,10,0,10,10,0,10,7,0,7,7,9,8,10,10,5,5,10,5,80,60,3,1,5,25,3,7,1,,22,1,0,4,,1,1,1,2,5,,7,4,,213
71,4/30/2020 18:21,248716,MK,North Macedonia,9,0,10,10,10,5,5,10,10,10,10,10,7,10,100,100,0,0,3,2,0,10,90,3,1,30,50,0,20,0,10,10,10,0,0,6,6,8,9,1,6,9,60,100,3,6,9,9,0,2,9,7,10,0,3,9,2,10,8,0,10,4,0,0,1,0,3,0,4,6,10,10,3,9,3,25,NA,7,1,,19,1,0,4,,2,1,1,1,5,,7,11,Немав право на глас во 2016 година.,213
72,5/1/2020 10:41,3329,MK,North Macedonia,6,10,8,3,10,3,3,10,10,5,8,3,5,10,80,70,15,15,0,4,10,10,30,3,10,50,50,50,50,5,10,10,10,2,0,5,8,8,10,0,3,3,50,75,1,5,3,10,0,0,4,3,4,0,3,8,0,7,7,2,8,8,0,0,5,0,0,0,5,5,10,10,5,11,8,25,NA,NA,2,,20,1,0,4,,6,1,1,1,5,,5,11,ne glasav,213
73,5/1/2020 14:23,1739,MK,North Macedonia,10,1,2,10,10,10,10,10,8,10,8,10,10,10,0,35,30,35,4,6,0,0,0,0,0,30,20,20,20,1,10,10,10,0,0,8,7,8,10,10,2,10,100,100,6,8,10,10,3,8,1,1,8,0,0,7,0,4,4,0,10,10,0,0,10,0,0,10,10,10,0,10,5,2,10,25,100,4,1,,24,2,0,6,Волонтер,6,1,1,1,5,,4,4,,213
74,5/3/2020 15:41,2353,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,10,10,100,100,0,0,6,7,100,100,100,6,10,100,0,0,0,0,10,10,9,0,5,10,10,6,10,0,6,0,100,100,10,10,10,10,10,10,0,0,10,0,4,6,0,10,10,0,10,7,0,0,7,6,0,10,9,10,0,100,4,8,10,NA,NA,NA,1,,34,1,0,1,,1,1,1,1,7,,7,4,,213
75,5/2/2020 13:02,2163,MK,North Macedonia,10,0,10,10,10,5,5,10,10,10,0,0,0,0,0,0,50,50,10,7,0,50,50,10,0,70,70,60,20,0,10,10,10,0,0,10,10,10,10,3,10,7,100,100,10,10,10,10,10,10,0,0,10,0,0,0,0,0,5,0,10,10,5,0,10,10,0,10,10,10,0,10,5,16,10,NA,300,4,2,,20,1,0,4,,6,1,1,1,5,,7,12,,213
76,5/3/2020 13:49,1245,MK,North Macedonia,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,7,6,0,10,10,1,4,100,100,100,100,0,10,10,10,0,0,10,10,10,10,10,10,10,79,75,10,7,7,10,7,10,6,6,8,0,4,3,2,4,6,1,10,10,10,0,8,9,0,6,10,10,0,0,2,16,9,50,3,NA,1,,31,1,0,6,"Фриленс, проекти и + договор на половично работно време",5,1,1,1,7,,7,10,,213
77,5/1/2020 12:22,1464,MK,North Macedonia,10,4,8,7,10,5,5,8,3,8,7,9,2,9,60,50,25,25,6,6,20,70,70,7,7,20,50,30,50,3,8,9,9,0,2,7,7,8,7,6,3,6,75,75,4,6,8,9,8,6,6,6,5,0,2,2,2,3,3,0,7,6,4,0,6,1,2,2,2,6,20,40,5,3,9,0,3,7,1,,33,3,0,1,,6,1,1,1,6,,9,13,,213
78,4/28/2020 21:40,973,MK,North Macedonia,9,0,10,10,10,9,9,10,10,8,10,6,6,10,60,50,50,0,7,7,50,50,50,10,6,100,70,90,90,3,10,10,10,0,0,7,7,7,7,5,6,6,95,91,4,5,5,7,8,8,2,2,6,5,5,5,2,7,3,1,8,9,8,2,6,7,7,7,8,8,50,50,5,10,9,50,300,16,2,,37,3,2,1,,5,1,1,1,7,,7,12,,213
79,4/30/2020 22:20,3026,MK,North Macedonia,7,3,8,7,10,8,8,10,2,2,3,8,2,9,81,100,0,0,8,7,0,0,0,0,0,10,10,10,10,2,9,9,9,0,1,8,2,8,8,NA,7,10,90,51,2,8,8,10,7,7,2,2,8,0,2,6,6,3,6,10,6,7,8,2,7,7,9,3,2,2,100,70,7,3,9,25,37,7,1,,27,1,0,2,,6,1,1,1,5,,4,4,,213
80,5/1/2020 16:33,2971,MK,North Macedonia,10,1,10,10,10,10,10,10,8,10,10,10,0,10,100,65,20,15,5,7,0,30,50,10,10,100,50,50,50,10,10,10,10,0,0,10,5,10,9,10,8,10,91,100,10,5,10,10,9,10,5,1,9,0,2,0,0,10,5,0,10,10,1,0,10,5,0,0,0,0,20,10,2,16,10,NA,NA,NA,2,,44,1,0,1,,1,1,1,2,8,,7,4,,213
81,5/1/2020 13:13,2603,MK,North Macedonia,10,2,9,9,10,8,8,10,9,10,10,10,1,10,100,40,30,30,6,7,0,10,0,2,5,10,0,10,10,1,10,10,10,0,1,5,5,5,5,5,5,5,75,79,8,4,7,10,3,9,5,8,7,8,6,5,0,6,2,1,8,8,2,0,2,7,2,1,1,8,30,40,3,16,8,50,NA,5,2,,21,1,0,4,,6,1,1,1,5,,5,4,,213
82,5/3/2020 12:29,6705,MK,North Macedonia,8,2,6,9,9,9,9,8,7,10,10,10,7,10,65,60,30,10,6,4,10,50,70,2,2,0,0,0,0,3,9,8,7,0,2,5,6,5,6,4,4,6,80,69,5,6,4,3,7,7,3,6,8,0,2,4,2,5,6,3,7,7,6,0,5,5,2,5,5,6,10,10,2,15,7,25,3,7,1,,25,1,0,1,,2,1,1,1,5,,1,4,,213
83,4/29/2020 14:10,2888,MK,North Macedonia,10,0,9,10,10,8,10,10,8,10,10,10,2,10,100,70,10,20,6,10,20,10,10,0,0,70,10,0,0,3,10,10,10,1,0,9,2,9,9,0,2,10,72,73,9,6,9,10,7,7,10,3,9,0,4,8,4,8,9,1,8,8,3,2,9,7,2,7,7,8,20,20,5,14,7,NA,NA,NA,2,,20,2,0,4,,4,2,1,1,5,,1,11,Немав години за да гласам,213
84,5/2/2020 14:05,994,MK,North Macedonia,8,3,7,9,10,7,8,8,7,6,8,7,3,7,71,50,25,25,6,7,50,50,50,5,5,70,50,50,50,3,8,8,8,4,7,7,7,5,5,5,5,5,50,71,6,5,5,8,5,5,5,5,5,0,5,5,5,5,5,5,9,7,5,5,5,5,4,3,3,5,70,60,5,16,6,50,100,4,2,,39,3,2,6,,4,1,1,1,7,,7,11,Не гласав,213
85,5/4/2020 0:08,787,MK,North Macedonia,9,3,10,10,10,9,10,10,10,10,5,4,2,5,50,50,50,0,9,9,20,50,50,8,8,50,50,50,50,3,10,10,10,0,2,10,10,10,5,10,10,10,50,50,8,8,8,8,3,8,5,2,5,0,5,5,3,1,6,1,10,10,5,0,9,9,0,8,8,10,50,50,5,4,8,50,NA,4,2,,41,1,1,3,,6,2,1,2,7,,9,10,,213
86,5/2/2020 13:12,962,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,10,10,100,0,100,0,6,6,50,50,50,10,10,50,50,50,50,5,10,10,10,10,2,10,5,10,10,0,5,0,50,90,5,10,10,10,8,5,6,3,8,0,5,0,0,5,3,0,10,10,0,0,5,5,0,5,5,0,10,30,5,9,8,NA,NA,NA,2,,56,3,1,1,,6,1,1,2,6,,7,13,,213
87,4/29/2020 12:43,1766,MK,North Macedonia,10,1,1,1,0,10,10,10,10,10,1,3,0,2,11,60,20,20,5,6,0,0,0,2,4,0,10,0,0,1,10,10,10,0,0,6,7,7,2,0,3,2,16,70,2,4,7,9,5,10,9,6,8,0,2,0,1,0,0,0,9,9,9,0,8,9,9,10,10,1,10,20,2,14,8,25,3,2,1,,49,2,1,6,,4,1,1,1,6,,7,13,,213
88,4/30/2020 20:15,909,MK,North Macedonia,10,0,10,10,10,9,9,10,10,3,10,10,10,10,100,70,30,0,8,9,60,60,40,8,8,70,20,20,50,3,10,9,7,1,8,9,6,10,7,6,8,10,94,80,9,10,10,10,10,10,6,6,9,0,6,8,1,10,9,5,10,10,3,0,3,8,0,7,10,9,20,30,5,4,7,25,NA,NA,2,,24,2,0,1,,3,1,1,1,6,,4,13,,213
89,5/1/2020 17:36,1902,MK,North Macedonia,9,1,9,1,9,5,5,9,5,9,10,10,8,10,80,60,30,10,7,7,80,50,50,5,7,0,0,0,0,6,9,9,9,2,2,5,5,8,8,6,7,9,80,80,5,7,8,8,9,10,6,2,9,0,8,8,5,9,9,5,8,8,7,1,9,9,8,9,9,5,50,70,7,12,9,50,3,4,1,,64,3,2,5,,3,1,1,1,8,,7,5,,213
90,5/1/2020 12:32,1153,MK,North Macedonia,10,5,10,9,10,8,8,8,5,5,9,10,10,10,97,70,20,10,8,9,0,10,10,5,2,50,50,50,50,9,9,9,9,2,2,9,9,9,9,5,5,8,87,90,9,9,9,9,9,9,5,5,8,5,1,2,2,5,4,2,10,9,5,1,6,5,3,5,5,9,50,50,5,16,8,50,3,4,2,,57,3,2,1,,3,1,1,1,6,,7,13,,213
91,4/28/2020 20:44,3100,MK,North Macedonia,8,0,10,10,10,10,10,10,0,0,7,7,6,10,100,0,0,100,6,7,100,60,30,4,4,0,0,0,0,0,10,10,10,0,0,0,2,2,4,0,3,3,NA,65,7,3,7,5,4,9,4,6,5,0,3,1,0,1,1,0,9,3,1,1,5,5,2,1,3,7,90,100,4,16,7,25,3,0,1,,49,3,2,1,,4,1,1,1,6,,7,4,,213
92,5/1/2020 13:34,907,MK,North Macedonia,9,1,1,9,9,8,8,10,6,NA,9,10,9,10,100,80,20,0,8,7,0,0,0,0,0,30,20,20,0,7,10,10,10,0,2,7,4,7,7,4,4,7,90,90,4,3,8,8,8,8,7,6,8,0,2,2,4,4,7,6,8,8,0,0,4,2,2,0,3,6,30,30,3,1,9,25,3,7,1,,56,3,2,1,,3,1,1,1,8,,4,4,,213
93,5/2/2020 19:32,5719,MK,North Macedonia,10,0,10,10,10,8,8,10,5,10,8,8,8,8,100,70,30,0,7,5,50,50,50,5,5,50,50,50,50,2,8,10,10,0,0,5,5,5,5,5,9,5,82,50,8,9,9,8,9,8,0,1,5,0,5,3,5,5,5,2,10,10,0,0,10,10,0,4,5,6,30,30,5,11,9,50,3,4,2,,47,3,1,1,,6,1,1,1,6,,5,13,,213
94,4/28/2020 23:25,1277,MK,North Macedonia,10,1,10,10,10,8,8,10,8,10,8,8,0,10,90,85,10,5,5,7,0,50,50,5,5,10,10,10,10,1,10,10,10,0,0,10,7,10,10,0,0,0,70,70,10,10,10,10,3,8,9,1,8,0,1,1,7,5,0,3,10,10,8,0,8,8,9,2,5,5,0,10,4,16,8,50,3,4,2,,44,2,0,1,,5,1,1,2,6,,7,4,,213
95,4/29/2020 14:35,1382,MK,North Macedonia,10,1,10,10,10,5,7,10,5,10,5,7,5,5,100,0,80,20,8,6,50,70,80,10,10,30,30,20,50,5,10,9,10,0,1,5,7,7,2,2,6,7,100,100,8,5,8,9,9,10,7,0,9,9,6,0,8,9,9,5,10,10,10,0,5,10,1,5,10,10,10,30,5,6,5,25,3,8,2,,58,3,2,1,,2,1,1,1,8,,7,4,,213
96,5/2/2020 22:42,904,MK,North Macedonia,8,2,3,10,10,10,10,10,8,10,10,10,8,10,100,50,30,20,4,6,20,50,80,7,5,0,20,0,0,7,10,9,10,0,0,8,8,8,8,5,5,5,80,30,7,9,9,9,8,8,8,3,8,0,3,6,9,5,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,30,7,NA,5,50,NA,NA,1,,20,2,0,4,,3,1,1,1,6,,7,4,,213
97,4/28/2020 22:59,811,MK,North Macedonia,10,1,8,10,8,9,9,10,7,9,10,9,9,9,76,70,20,10,7,7,20,80,40,5,3,30,40,50,60,2,10,10,10,0,0,9,9,10,10,7,8,9,61,56,6,8,6,9,8,8,7,2,4,0,8,7,1,5,6,0,10,9,8,0,8,8,1,8,6,10,50,70,5,5,7,50,NA,4,1,,30,2,0,1,,3,1,1,2,7,,7,13,,213
98,4/30/2020 16:43,1806,MK,North Macedonia,10,2,1,10,8,6,6,10,7,9,10,8,9,10,100,50,50,0,7,7,50,70,60,5,5,0,0,0,0,3,10,9,7,0,1,7,8,9,7,3,8,8,100,74,6,7,9,10,8,5,8,5,9,0,4,5,4,3,5,1,7,8,4,0,5,5,0,2,6,5,10,30,6,4,9,50,300,4,2,,39,3,2,1,,5,1,1,1,6,,7,13,,213
99,5/4/2020 8:09,2622,MK,North Macedonia,9,5,5,10,10,10,10,10,9,10,8,10,8,10,91,0,50,50,5,6,30,70,30,6,6,0,0,0,0,3,10,10,10,0,1,8,3,8,8,0,2,5,70,90,3,5,9,9,8,7,8,3,8,0,2,5,0,8,0,5,10,8,8,0,5,7,0,5,5,10,50,40,5,16,8,50,3,4,2,,24,1,0,3,,5,1,1,1,6,,4,13,,213
100,5/2/2020 20:04,976,MK,North Macedonia,10,1,10,10,10,7,7,10,10,10,10,10,10,10,100,70,20,10,4,5,0,0,0,0,6,0,0,0,0,5,10,10,10,0,0,7,10,10,10,0,10,10,15,35,4,10,7,10,7,10,10,6,2,0,2,8,3,2,0,6,8,10,1,0,10,6,0,0,7,8,90,90,4,16,7,50,NA,4,2,,27,2,0,1,,5,1,1,1,6,,7,4,,213
101,5/3/2020 17:28,953,MK,North Macedonia,10,1,10,3,9,10,10,10,10,10,7,8,0,10,100,90,10,0,1,3,80,100,100,4,6,80,30,90,20,5,10,7,9,0,0,9,10,9,10,5,0,10,71,80,0,1,1,2,4,8,2,6,4,10,4,5,7,5,6,1,10,10,9,0,10,5,0,10,10,5,0,10,10,16,3,50,3,4,2,,34,3,2,1,,4,1,1,2,6,,7,4,,213
102,4/30/2020 14:57,976,MK,North Macedonia,10,10,5,5,5,0,5,10,5,10,5,5,3,3,25,20,40,40,9,9,100,100,100,5,5,100,50,100,100,5,10,10,10,0,0,5,5,5,5,10,10,10,100,100,0,0,10,10,10,10,10,0,10,0,5,5,0,10,3,0,10,10,5,0,5,10,5,10,10,10,10,50,5,4,5,50,NA,NA,2,,24,2,0,1,,1,1,1,1,5,,7,13,,213
103,4/29/2020 12:47,937,MK,North Macedonia,10,2,10,10,10,10,10,10,10,10,10,10,3,10,100,50,34,16,2,7,20,60,60,4,5,0,0,0,0,4,10,10,10,0,0,10,7,6,4,0,10,10,15,17,3,4,3,3,8,7,10,8,2,0,7,2,1,6,0,1,8,10,3,0,8,10,0,9,6,8,70,70,1,11,8,NA,NA,NA,2,,18,2,0,4,,5,1,1,1,5,,7,12,,213
104,5/2/2020 16:31,1160,MK,North Macedonia,10,10,0,0,0,0,0,10,8,10,0,0,0,0,0,50,25,25,5,5,50,70,10,10,5,100,100,100,100,10,10,10,10,0,0,10,5,5,9,9,9,10,100,49,5,5,8,10,5,5,5,5,7,10,7,7,0,5,5,0,10,7,5,0,10,5,0,5,5,10,100,50,5,2,5,50,300,4,2,,34,3,1,1,,6,1,2,1,6,,7,13,,213
105,5/1/2020 18:09,1646,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,8,10,100,40,40,20,8,7,10,50,50,7,7,80,0,30,20,0,10,10,10,0,0,7,1,7,1,2,5,5,90,100,9,10,10,10,9,10,3,0,8,0,1,5,0,5,9,1,10,10,8,0,9,7,0,7,10,10,10,50,5,16,9,NA,NA,NA,2,,36,2,0,1,,4,1,1,2,6,,4,12,,213
106,5/1/2020 23:22,877,MK,North Macedonia,9,0,10,10,10,6,6,7,6,4,8,8,0,10,100,100,0,0,9,9,0,0,0,0,0,50,50,50,0,7,9,9,6,0,7,8,0,6,7,9,7,9,91,50,7,5,5,9,8,10,6,7,10,0,1,1,9,9,5,8,8,8,5,2,8,5,7,0,0,5,0,70,2,1,9,125,NA,7,2,,33,2,0,1,,2,1,1,1,5,,7,4,,213
107,5/2/2020 8:47,1253,MK,North Macedonia,8,2,7,4,4,7,7,8,7,8,9,9,8,9,71,50,20,30,6,7,60,60,60,4,3,30,40,30,30,6,6,6,6,6,3,6,6,6,6,6,5,6,63,63,6,4,6,4,4,4,4,2,6,2,6,6,4,4,6,4,8,6,6,2,7,7,1,6,6,6,20,30,4,16,9,50,300,4,1,,46,1,0,1,,1,2,1,1,7,,10,4,,213
108,5/3/2020 10:46,642,MK,North Macedonia,9,2,9,9,10,9,9,10,8,9,10,10,9,10,100,50,40,10,6,6,70,70,80,9,9,0,0,0,0,7,10,9,9,1,4,9,8,2,7,7,7,8,77,82,8,9,9,9,4,8,3,7,8,0,7,4,7,6,8,6,7,8,7,1,8,6,1,7,8,9,40,70,2,12,7,125,3,7,1,,39,3,2,1,,3,1,1,2,6,,5,4,,213
109,5/2/2020 13:10,953,MK,North Macedonia,10,0,10,10,10,10,10,10,3,10,9,10,9,10,97,95,2,3,5,6,0,0,0,1,1,0,0,0,0,2,9,10,9,0,0,9,9,10,7,10,7,10,62,65,5,5,5,4,8,7,9,5,5,0,7,1,7,1,1,3,5,7,2,3,5,7,5,3,4,2,20,20,1,12,8,25,3,7,1,,47,3,2,1,,3,1,1,1,6,,7,4,,213
110,5/3/2020 16:51,909,MK,North Macedonia,5,2,3,8,8,10,10,10,8,10,10,10,9,10,100,10,90,0,0,4,0,30,30,2,2,0,20,10,0,0,10,10,10,0,0,7,5,8,9,5,3,9,28,50,5,2,4,8,3,8,8,3,5,8,5,5,7,6,5,3,10,7,5,1,7,7,8,3,5,8,50,50,3,14,7,25,NA,NA,2,,42,3,0,1,,6,1,1,1,7,,5,4,,213
111,5/2/2020 12:43,1246,MK,North Macedonia,10,7,7,10,10,10,9,10,3,3,10,10,3,10,100,60,30,10,7,7,30,70,20,8,6,30,10,10,10,6,9,9,9,0,5,10,10,9,9,5,5,8,81,83,5,5,5,7,4,7,8,8,7,0,1,5,0,5,1,5,9,7,5,0,5,7,1,5,5,3,50,30,3,5,2,50,3,7,1,,34,3,0,2,,5,1,1,1,7,,5,4,,213
112,4/29/2020 13:41,1203,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,9,10,100,10,40,50,5,3,0,50,50,3,3,80,20,70,40,0,10,10,10,0,0,0,6,5,10,8,8,9,75,60,3,3,3,8,8,8,9,7,7,0,10,5,0,10,6,0,10,9,0,0,8,7,0,8,8,10,40,60,5,14,6,25,3,4,2,,18,1,0,4,,5,2,1,2,5,,1,13,,213
113,4/29/2020 11:57,17708,MK,North Macedonia,4,7,10,10,10,10,10,10,10,10,8,7,0,10,100,60,30,10,9,4,0,0,0,6,4,70,10,30,40,2,10,9,8,2,0,9,6,7,8,2,5,9,97,73,9,8,9,8,3,8,7,1,9,0,7,5,3,8,7,7,8,8,3,0,4,9,6,7,8,8,60,60,1,14,9,25,300,7,2,,21,2,0,4,,7,1,1,1,5,,8,4,,213
114,4/30/2020 19:15,2436,MK,North Macedonia,4,7,3,10,4,7,7,8,6,7,8,8,2,8,30,0,75,25,7,7,60,60,60,6,6,80,90,90,90,3,10,9,10,1,1,9,9,8,9,9,8,8,92,92,9,9,9,10,8,8,3,0,9,0,5,3,2,8,8,9,9,9,9,0,9,9,1,2,7,7,80,80,1,14,9,NA,NA,NA,1,,56,3,2,1,,4,1,1,1,7,,4,4,,213
115,5/2/2020 22:02,3686,MK,North Macedonia,7,7,9,9,9,7,9,9,9,9,8,9,1,8,98,80,20,0,5,5,90,90,90,10,10,50,50,50,50,8,7,8,8,10,10,9,9,9,2,9,9,9,81,85,7,8,9,9,9,7,9,2,9,0,8,8,1,8,9,8,9,8,9,1,8,8,8,9,9,9,50,50,5,16,9,50,NA,4,1,,70,3,2,1,,6,1,1,1,6,,7,5,,
116,5/1/2020 12:12,1031,MK,North Macedonia,10,0,10,10,10,5,6,10,10,10,10,10,4,10,100,20,40,40,9,7,0,10,10,0,0,0,0,10,0,1,10,10,10,0,0,7,6,5,7,5,5,5,97,97,10,10,10,10,7,10,2,2,7,0,3,5,0,5,5,1,9,5,0,0,5,5,5,5,5,5,50,50,2,15,9,NA,NA,NA,2,,31,1,0,3,,5,1,1,1,6,,NA,4,,213
117,4/29/2020 15:13,1677,MK,North Macedonia,10,3,8,6,10,9,8,10,4,10,10,10,10,10,100,60,30,10,8,7,0,10,0,1,3,30,30,20,20,2,10,10,10,0,0,3,8,10,10,9,9,9,72,100,9,8,9,7,4,7,3,1,5,0,4,7,3,10,3,1,6,7,3,0,10,8,1,9,9,6,70,70,3,16,10,50,300,4,2,,25,2,0,6,Freelancer,6,1,1,1,6,,8,10,,213
118,5/1/2020 17:55,2344,MK,North Macedonia,10,0,0,0,0,9,0,10,8,10,10,10,0,10,100,80,10,10,7,7,0,0,NA,7,8,0,0,0,0,8,10,9,10,0,0,10,10,10,10,0,0,0,93,100,8,9,9,7,9,9,8,0,8,0,5,2,0,5,0,0,10,10,10,0,8,9,0,0,2,8,50,30,5,15,7,50,300,2,1,,58,3,1,1,,2,1,1,1,8,,7,4,,213
119,4/29/2020 13:59,1904,MK,North Macedonia,7,4,3,10,10,9,10,10,1,10,2,8,0,10,86,0,100,0,8,6,0,30,10,7,7,0,0,0,0,2,1,10,10,1,2,8,8,9,10,9,7,7,56,91,9,8,8,9,3,7,7,4,8,0,6,2,1,7,7,0,10,7,8,0,2,2,4,1,3,4,70,50,3,10,9,50,3,7,2,,30,2,0,1,,4,1,1,1,8,,7,12,,213
120,4/30/2020 14:21,1304,MK,North Macedonia,10,6,10,10,10,10,10,10,5,10,10,10,8,10,100,50,40,10,6,8,0,10,10,2,10,30,30,30,30,0,10,10,10,0,0,10,10,10,10,3,10,10,90,100,4,10,9,10,4,4,9,8,9,0,7,1,1,5,6,6,10,10,3,0,4,8,0,6,7,10,50,50,5,15,8,50,NA,4,2,,24,2,0,2,,5,1,1,1,5,,4,13,,213
121,5/1/2020 1:17,1494,MK,North Macedonia,10,0,10,9,9,9,8,10,10,10,7,10,1,10,95,80,20,0,6,3,50,50,50,7,5,20,10,10,10,4,10,10,10,0,0,8,6,9,7,5,0,0,95,60,7,5,6,10,8,6,9,9,4,0,5,5,0,1,1,0,10,10,10,0,9,5,0,7,7,7,60,60,5,16,5,NA,NA,NA,1,,33,2,0,4,,9,1,1,1,6,,5,11,nikoja,213
