RecordDate;Duration_sec;Country;Language;physical_contact__1;physical_contact__2;physical_contact__3;physical_contact__4;physical_contact__5;physical_hygiene__1;physical_hygiene__2;physical_hygiene__3;physical_hygiene__4;physical_hygiene__5;policy_support__1;policy_support__2;policy_support__3;policy_support__4;policy_support__5;generosity__1;generosity__2;generosity__3;psych_wellbeing1;psych_wellbeing2;collective_narcis__1;collective_narcis__2;collective_narcis__3;national_identity__1;national_identity__2;Conspiracy_theories__1;Conspiracy_theories__2;Conspiracy_theories__3;Conspiracy_theories__4;open_mindedness__1;open_mindedness__2;open_mindedness__3;open_mindedness__4;open_mindedness__5;open_mindedness__6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging__1;social_belonging__2;social_belonging__3;social_belonging__4;trait_self.control__1;trait_self.control__2;trait_self.control__3;trait_self.control__4;Self.esteem;Narcissism__1;Narcissism__2;Narcissism__3;Narcissism__4;Narcissism__5;Narcissism__6;Moral_ID__1;Moral_ID__2;Moral_ID__3;Moral_ID__4;Moral_ID__5;Moral_ID__6;Moral_ID__7;Moral_ID__8;Moral_ID__9;Moral_ID__10;risk_perception__1;risk_perception__2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;Ladder;urban;tested_positive;k1w_tested_positive;AttCheck_1bots;AttCheck2
14/05/20 15:41;Not available;Mexico;SPA;8;0;10;10;10;10;10;10;10;10;10;10;10;10;10;47,17;12,58;18,87;8;8;10;10;8;10;10;0;0;0;0;10;10;10;10;0;0;5;10;9;10;10;0;5;10;10;8;5;5;8;5;10;5;0;10;0;5;0;5;5;0;5;8;8;0;5;5;5;5;5;5;50;50;0;10;10;0,10;100;246;1;;51;3;2;1;Not available;5;1;1;2;213;10
14/05/20 15:42;Not available;Mexico;SPA;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0,00;100,00;0,00;7;8;0;1;1;10;9;5;2;1;0;0;10;10;10;0;0;9;10;9;9;5;0;0;10;10;10;10;10;10;7;10;6;5;9;0;5;5;6;5;1;10;10;5;0;2;2;1;6;9;5;0;30;3;9;7;0,10;5;24;2;;48;3;2;1;Not available;9;1;1;2;213;0
14/05/20 15:43;Not available;Mexico;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;50,00;25,00;25,00;2;3;5;5;5;10;10;0;0;0;0;0;10;10;10;0;0;10;10;10;10;10;0;0;2;5;10;10;10;10;8;10;1;0;7;0;10;0;5;8;0;10;10;0;0;10;10;0;10;10;4;50;100;1;14;10;0,10;5;24;2;;36;2;1;1;Not available;5;1;1;1;213;0
14/05/20 15:44;Not available;Mexico;SPA;10;9;10;10;10;10;10;10;9;10;10;10;10;10;8;84,62;3,85;5,38;5;5;7;6;6;7;8;0;0;0;0;8;10;10;9;4;2;9;9;9;9;8;5;6;8;8;8;8;8;9;8;8;8;9;8;6;6;10;9;6;8;9;8;8;2;8;8;3;7;7;9;50;75;5;11;8;0,05;5;24;2;;61;1;0;2;Not available;4;1;1;1;213;3
14/05/20 15:45;Not available;Colombia;SPA;7;1;9;7;10;8;9;10;9;6;8;10;3;7;10;0,00;0,00;100,00;7;7;5;5;5;5;5;0;0;3;0;3;10;0;10;0;0;7;9;5;7;3;2;2;8;8;8;5;7;9;6;7;3;1;7;1;5;0;5;5;0;10;10;5;0;7;8;1;5;5;5;60;60;4;12;8;0,05;5;47;2;;46;2;3;1;Not available;6;1;1;1;213;0
14/05/20 15:46;Not available;Colombia;SPA;10;0;9;10;10;8;8;10;10;1;10;10;8;10;10;0,00;88,89;11,11;8;8;7;7;7;10;8;1;1;1;1;5;10;10;10;1;5;9;9;9;9;5;1;1;8;8;7;7;7;9;5;9;1;8;8;5;5;1;8;1;1;10;9;8;1;9;9;1;9;9;9;10;60;5;16;9;0,10;5;24;2;;54;3;3;1;Not available;7;1;1;1;213;8
14/05/20 15:48;Not available;Mexico;SPA;5;8;8;3;3;8;8;5;2;9;8;6;4;8;7;50,00;50,00;0,00;3;5;5;5;3;10;10;8;3;2;5;2;10;8;9;0;2;10;10;9;10;5;5;5;8;9;6;5;7;9;3;9;8;3;1;3;4;2;6;7;2;10;8;9;1;7;5;0;10;9;9;80;100;2;7;7;0,10;500;24;2;;50;1;1;6;Not available;8;1;1;1;213;0
14/05/20 15:49;Not available;Ecuador;SPA;8;5;10;10;10;10;10;10;10;10;10;10;8;10;10;0,00;50,00;50,00;9;8;5;10;5;10;8;5;5;5;5;0;10;10;10;0;0;10;0;0;10;5;0;10;10;10;9;10;10;10;10;10;0;0;10;0;0;0;10;0;0;10;10;10;0;10;10;0;10;10;10;0;70;5;16;10;0,10;100;24;1;;36;2;1;1;Not available;8;1;1;1;213;10
14/05/20 15:53;Not available;Mexico;SPA;10;6;10;10;10;10;10;10;10;10;10;10;10;10;10;70,69;5,75;23,56;5;2;5;5;2;10;10;10;0;0;0;0;10;5;10;0;0;10;10;5;10;4;0;0;0;0;6;4;3;4;10;7;7;3;2;0;1;0;2;3;0;10;10;10;0;9;7;0;10;10;7;60;70;6;9;8;0,10;5;47;2;;28;3;1;3;Not available;3;1;1;1;213;0
14/05/20 15:53;Not available;Mexico;SPA;9;2;9;7;9;9;9;10;2;10;3;5;3;8;5;33,33;66,67;0,00;7;4;3;3;3;5;2;1;6;1;3;2;8;8;8;1;2;7;8;9;9;7;2;0;8;9;8;7;7;8;9;9;2;1;5;2;5;1;5;6;5;9;9;8;0;7;7;0;7;7;9;70;70;5;9;5;1,05;5;47;2;;61;1;3;1;Not available;7;1;1;1;213;0
14/05/20 15:58;Not available;Mexico;SPA;10;0;0;10;10;10;10;10;5;10;10;10;10;10;10;0,00;100,00;0,00;9;9;5;5;10;10;10;0;0;0;0;0;10;10;10;0;0;10;10;10;10;0;10;4;10;10;10;10;10;10;9;10;0;0;10;0;0;0;0;0;0;10;10;0;10;10;10;10;0;0;10;50;50;5;3;8;0,10;100;24;1;;76;1;3;1;Not available;7;1;1;2;213;0
14/05/20 15:58;Not available;Mexico;SPA;10;0;10;10;10;0;0;10;0;10;10;10;10;10;10;94,81;2,96;2,22;4;1;8;8;6;10;7;0;0;0;0;0;10;10;10;2;0;7;7;10;10;5;10;10;5;7;8;7;10;7;10;10;5;0;7;2;9;0;7;5;5;10;10;0;0;5;7;0;7;7;5;30;30;5;16;6;0,10;500;24;2;;52;1;0;3;Not available;2;1;1;1;213;0
14/05/20 15:58;Not available;Mexico;SPA;8;5;10;8;10;8;6;10;6;2;10;10;0;10;10;100,00;0,00;0,00;3;5;5;5;5;8;5;6;4;0;6;3;10;10;10;4;2;7;8;10;10;5;10;8;6;8;8;7;5;4;8;8;8;8;6;4;5;2;6;5;3;8;6;6;2;6;6;3;0;6;6;90;1;6;7;3;0,05;5;47;1;;41;2;0;2;Not available;6;1;1;1;213;0
14/05/20 16:02;Not available;Mexico;SPA;9;9;9;9;10;10;10;10;9;10;6;7;8;9;8;0,00;37,50;62,50;6;8;1;1;1;3;1;5;5;5;6;2;9;9;9;1;2;7;8;6;7;4;3;3;7;8;7;7;7;9;7;8;7;4;7;3;2;1;1;1;1;9;7;5;1;3;2;1;5;3;8;50;50;5;10;8;0,10;5;47;2;;48;3;2;1;Not available;6;2;1;1;213;0
14/05/20 16:04;Not available;Mexico;SPA;5;10;10;10;10;10;10;10;10;10;10;8;10;10;10;5,56;83,33;11,11;5;5;8;10;8;10;10;5;0;0;5;5;10;9;10;5;5;10;10;10;10;5;5;5;8;9;7;9;8;8;5;10;7;8;9;0;8;0;8;0;0;10;10;0;0;8;10;0;0;8;5;70;70;5;9;8;10,00;20;14;2;;37;1;2;2;Not available;5;2;2;2;213;0
14/05/20 16:13;Not available;Mexico;SPA;10;0;10;10;10;10;10;10;7;8;9;8;8;8;8;21,05;1,05;0,00;8;8;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;1;1;1;1;1;10;10;10;10;8;8;8;8;7;8;1;7;8;5;7;5;4;6;8;6;5;5;2;7;6;5;5;5;3;100;80;5;5;10;0,10;100;24;2;;28;2;0;3;Not available;2;1;1;1;213;0
14/05/20 16:13;Not available;Ecuador;SPA;10;10;8;10;10;10;10;10;9;10;10;10;10;10;10;13,16;1,32;1,32;9;9;10;8;8;5;4;5;0;1;5;5;9;9;10;6;6;10;10;9;9;10;5;5;10;10;8;7;8;8;8;10;8;4;8;7;8;5;9;9;6;10;10;8;0;8;9;8;8;9;10;0;0;10;1;6;0,10;5;24;2;;49;1;0;6;Not available;8;1;1;1;213;0
14/05/20 16:13;Not available;Mexico;SPA;10;9;10;10;10;10;10;9;9;9;10;10;10;10;10;82,96;0,01;0,01;3;8;10;10;10;10;10;2;0;0;0;0;10;10;10;0;0;10;10;10;10;3;0;0;8;10;7;9;10;10;8;10;3;0;8;1;5;0;5;0;0;10;8;2;0;4;7;2;5;8;3;75;85;5;14;10;0,10;5;24;1;;32;1;0;6;Not available;7;1;1;2;213;0
14/05/20 16:15;Not available;Colombia;SPA;10;0;10;10;10;10;10;7;2;10;10;10;10;10;10;100,00;0,00;0,00;7;8;5;5;5;2;0;0;0;0;0;7;10;10;10;0;4;10;6;9;9;5;2;0;8;8;5;8;8;8;3;8;7;5;9;2;5;5;5;7;5;7;7;5;5;5;5;5;6;6;5;30;40;1;5;8;0,10;5;24;1;;64;3;1;1;Not available;9;1;1;2;213;0
14/05/20 16:22;Not available;Ecuador;SPA;9;8;10;10;10;9;10;10;10;10;10;10;10;9;10;90,00;7,50;2,50;5;5;10;4;5;10;10;5;3;3;3;6;10;10;10;3;2;10;10;10;10;10;3;3;10;10;10;10;10;10;5;10;6;3;9;5;5;0;10;5;6;10;10;0;0;10;9;1;3;2;10;100;70;5;2;9;0,10;5;24;1;;57;3;2;1;Not available;4;1;1;2;213;6
14/05/20 16:26;Not available;Chile;SPA;8;0;10;10;10;10;10;10;10;10;5;9;10;10;8;50,00;33,33;16,67;5;5;5;5;2;10;6;3;0;0;0;0;10;8;10;0;0;10;8;8;8;2;3;1;8;8;10;10;10;10;8;10;3;0;9;5;7;0;1;2;0;10;8;0;0;7;5;0;4;5;5;100;70;6;14;9;0,10;5;24;2;;49;3;2;6;Not available;8;1;1;1;213;0
14/05/20 16:40;Not available;Ecuador;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;0,00;50,00;50,00;6;7;0;5;5;10;0;0;0;0;0;6;10;9;10;9;0;10;10;9;10;8;10;10;8;10;7;8;9;10;9;9;6;0;9;0;0;8;5;0;5;9;9;0;0;5;10;10;0;5;5;0;100;5;16;8;0,50;100;24;2;;40;3;0;1;Not available;8;1;1;2;213;0
14/05/20 16:41;Not available;Mexico;SPA;10;1;10;10;10;10;10;10;0;10;10;10;10;10;10;60,00;20,00;12,00;10;5;10;10;8;5;0;10;10;10;10;0;10;10;10;0;0;10;10;10;10;10;0;0;8;10;10;10;10;10;10;10;7;8;3;0;0;0;0;0;0;10;10;0;0;0;10;0;10;10;10;100;100;5;3;2;0,10;5;1;2;;34;1;0;1;Not available;5;1;1;1;213;3
14/05/20 16:43;Not available;Mexico;SPA;8;5;8;10;10;10;10;10;8;8;10;10;10;10;10;71,43;14,29;14,29;3;3;10;10;8;8;10;8;8;8;8;1;10;10;10;0;0;3;5;5;5;5;8;8;8;10;7;8;8;10;8;10;8;3;8;5;9;3;9;7;5;10;10;10;0;9;9;0;7;9;10;50;50;5;16;8;0,10;20;24;2;;43;2;1;6;Not available;5;1;1;2;213;0
14/05/20 16:45;Not available;Mexico;SPA;9;0;9;8;10;10;10;10;10;9;10;10;9;10;9;82,35;11,76;5,88;4;4;3;3;2;1;0;10;1;9;8;1;10;10;10;0;2;9;8;8;8;2;5;10;7;10;5;2;3;5;5;9;3;0;2;6;6;1;6;2;1;9;8;5;0;5;5;2;5;7;8;50;70;4;4;8;0,05;5;24;2;;39;2;0;1;Not available;6;1;1;1;213;0
14/05/20 16:46;Not available;Peru;SPA;10;0;10;10;10;10;10;10;8;10;10;10;10;10;10;50,00;28,95;21,05;3;4;10;10;10;10;10;1;2;2;0;1;10;10;10;0;0;10;10;8;8;7;8;7;9;9;9;8;8;9;7;8;8;7;7;0;7;1;7;5;2;9;9;1;0;4;5;0;9;8;9;50;70;5;2;7;1,00;1;24;1;;50;1;2;1;Not available;7;1;1;2;213;0
14/05/20 16:49;Not available;Colombia;SPA;9;10;10;9;10;10;10;10;10;10;5;5;1;8;1;48,98;22,78;26,20;2;4;5;5;1;10;10;2;5;5;5;1;10;10;10;0;0;9;9;9;9;9;9;9;8;9;9;9;9;10;10;8;8;2;8;2;8;0;9;7;1;10;10;8;0;10;10;10;10;10;10;5;40;8;1;9;0,50;5;20;2;;42;3;0;2;Not available;8;1;1;2;213;0
14/05/20 16:50;Not available;Cuba;SPA;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0,00;100,00;100,00;5;5;5;5;5;10;10;0;0;0;0;5;10;10;10;0;0;5;5;5;5;5;5;5;7;8;8;8;8;10;5;10;5;0;10;5;5;0;5;0;0;10;10;10;0;10;10;10;10;10;10;50;50;5;16;5;0,10;1;24;2;;38;3;2;1;Not available;5;1;1;1;213;0
14/05/20 16:53;Not available;Mexico;SPA;5;5;9;9;10;10;10;10;8;10;10;10;7;10;10;0,00;100,00;0,00;5;6;5;5;5;10;8;5;3;8;2;7;9;7;10;0;2;5;10;5;9;2;1;2;10;10;8;9;8;9;5;7;7;0;8;8;7;1;5;5;5;10;7;5;0;5;5;1;5;8;7;50;50;6;16;8;0,10;5;24;2;;52;2;2;1;Not available;7;1;1;1;213;0
14/05/20 17:04;Not available;Honduras;SPA;10;0;10;10;8;8;8;10;10;10;10;10;10;10;10;47,06;26,47;26,47;2;4;10;10;9;5;5;1;1;1;1;3;10;5;10;2;2;8;5;3;3;3;8;5;2;9;4;3;4;8;8;5;5;5;3;5;7;5;5;5;2;10;8;5;0;5;5;3;2;2;8;50;80;5;5;4;0,10;100;24;2;;28;1;0;6;Not available;7;1;1;1;213;0
14/05/20 17:04;Not available;Mexico;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;40,74;29,63;29,63;7;7;5;5;5;10;10;5;3;3;5;0;10;10;10;0;0;10;10;10;10;5;10;10;8;10;10;10;10;10;5;10;6;9;5;5;9;0;8;0;0;9;9;5;0;5;8;7;5;6;8;50;70;4;14;9;0,10;100;6;2;;64;2;2;2;Not available;6;1;1;1;213;0
14/05/20 17:07;Not available;Colombia;SPA;9;0;9;7;10;10;10;10;9;9;9;9;9;9;10;33,24;33,24;33,24;7;8;10;9;9;10;9;0;0;0;0;0;10;0;10;0;0;9;9;9;9;9;0;0;8;8;8;8;9;9;8;8;1;1;9;1;5;0;9;6;1;9;9;8;1;8;8;1;8;8;9;25;40;5;11;8;0,10;33;24;1;;55;2;3;1;Not available;7;1;1;2;213;0
14/05/20 17:10;Not available;Mexico;SPA;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50,00;25,00;25,00;0;5;10;10;10;10;10;0;0;0;0;10;10;10;10;0;10;10;10;10;10;10;0;0;5;6;8;8;8;8;8;10;7;4;6;5;3;2;7;5;7;10;10;8;0;8;7;0;4;7;7;60;60;4;10;7;0,05;1;24;2;;52;3;5;1;Not available;4;1;1;1;213;0
14/05/20 17:12;Not available;Mexico;SPA;10;0;10;10;10;10;10;10;8;10;10;10;10;10;10;0,00;100,00;100,00;0;2;6;10;7;9;9;0;0;0;0;0;10;0;10;0;0;10;10;9;10;5;0;0;7;7;5;8;8;8;9;10;0;0;6;0;5;0;5;5;0;9;9;9;0;9;9;0;9;9;10;80;90;6;14;4;1,00;100;24;2;;57;3;4;2;Not available;3;2;1;2;213;0
14/05/20 17:13;Not available;Mexico;SPA;5;0;1;10;10;10;10;10;10;10;10;10;10;10;10;100,00;25,00;25,00;8;8;6;7;5;9;9;2;2;0;0;9;4;10;10;3;2;10;10;9;9;9;9;9;9;10;3;9;9;10;6;10;7;2;9;3;3;2;5;2;1;3;5;4;5;5;4;3;4;5;5;60;70;3;1;9;10,00;1;1;1;;46;1;2;1;Not available;8;1;1;2;213;7
14/05/20 17:21;Not available;Honduras;SPA;10;1;1;10;10;10;10;10;10;10;10;10;5;10;10;0,00;100,00;0,00;8;9;10;6;9;10;10;1;0;0;0;10;10;8;10;0;9;10;10;10;10;7;10;10;7;8;10;8;9;10;7;7;6;1;9;9;7;7;8;7;2;10;10;5;1;8;10;0;8;10;10;50;80;6;7;7;0,10;100;24;1;;71;3;12;1;Not available;10;2;1;2;213;0
14/05/20 17:29;Not available;Colombia;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;0,00;0,00;100,00;7;6;10;10;10;10;10;5;6;0;6;9;10;10;10;0;0;10;10;9;10;8;1;1;10;10;9;9;9;10;8;10;3;1;9;3;2;2;4;2;1;8;8;2;0;8;8;2;7;8;8;10;70;5;15;8;0,10;100;24;1;;44;3;4;1;Not available;7;1;1;1;213;0
14/05/20 17:29;Not available;Mexico;SPA;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0,00;0,00;0,00;8;9;9;7;9;10;10;1;0;0;0;10;7;0;10;5;5;10;10;10;10;5;2;2;10;10;10;10;10;10;10;10;5;0;10;8;9;5;10;10;4;10;10;10;0;9;10;6;10;10;10;80;80;1;7;8;0,10;100;4;2;;58;3;3;2;Not available;6;1;1;1;213;0
14/05/20 17:30;Not available;Ecuador;SPA;9;0;10;9;10;10;10;10;10;10;10;10;10;10;10;50,00;0,00;0,00;9;7;8;8;9;10;9;10;2;2;2;9;10;10;10;0;6;9;9;9;8;9;2;2;10;10;9;10;10;10;10;10;8;1;10;7;10;8;10;10;5;10;10;10;0;10;10;0;10;10;10;50;75;2;1;8;0,10;25;24;2;;52;1;2;1;Not available;8;1;1;1;213;0
14/05/20 17:31;Not available;Colombia;SPA;10;0;10;8;10;8;10;10;10;10;10;10;10;10;10;40,79;10,20;5,10;8;7;9;10;8;10;9;1;1;1;0;5;10;10;10;0;0;8;9;9;8;5;8;5;3;3;8;6;6;10;8;7;8;7;4;1;6;2;5;0;0;10;8;5;0;7;5;0;7;1;9;80;95;4;12;7;0,10;100;24;2;;26;2;0;3;Not available;4;1;1;1;213;0
14/05/20 17:32;Not available;Uruguay;SPA;9;0;9;8;10;6;8;10;8;10;5;9;2;10;10;0,00;50,00;50,00;6;6;5;5;5;9;7;0;0;0;0;2;9;9;9;0;2;3;8;8;8;1;7;9;9;9;5;6;6;8;9;8;7;1;8;4;8;1;5;2;0;7;8;1;0;3;3;2;6;5;7;60;20;5;3;9;0,10;100;24;2;;51;3;2;2;Not available;7;1;1;2;213;0
14/05/20 17:34;Not available;Venezuela;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;100,00;0,00;0,00;5;4;10;10;10;10;10;0;0;0;0;0;10;10;10;0;0;10;10;10;10;10;0;0;10;10;10;10;10;10;10;10;0;0;10;0;10;0;10;10;0;10;10;10;0;10;10;0;10;10;10;0;2;5;16;10;0,10;100;24;1;;64;3;2;6;Not available;9;1;1;2;213;0
14/05/20 17:34;Not available;Mexico;SPA;10;10;8;10;10;10;10;10;0;10;10;10;10;10;10;100,00;0,00;0,00;8;9;10;10;10;10;7;3;0;3;3;0;10;10;10;0;0;10;8;7;6;5;5;1;10;10;10;10;10;10;6;9;2;1;9;0;0;0;0;0;0;0;8;5;0;10;5;5;5;6;0;0;0;6;16;8;0,10;500;24;1;;63;3;3;6;Not available;6;1;1;1;213;0
14/05/20 17:35;Not available;Mexico;SPA;8;6;8;10;10;10;10;10;10;10;10;10;10;10;10;7,14;7,14;7,14;4;7;7;5;10;10;6;8;7;7;7;0;10;0;10;0;0;8;6;2;7;5;5;5;10;10;8;7;7;8;10;10;3;2;6;6;5;0;5;3;0;8;9;2;0;1;2;0;0;0;10;1;80;5;7;8;0,10;5;47;1;;43;2;1;1;Not available;8;1;1;1;213;0
14/05/20 17:36;Not available;Chile;SPA;10;0;10;10;10;10;10;10;10;10;10;10;2;10;10;33,33;66,67;0,00;2;4;5;2;2;6;3;0;0;0;0;5;10;10;10;0;5;6;6;7;8;6;2;0;10;10;7;7;7;6;3;10;10;4;10;5;5;5;7;5;5;5;5;3;3;0;0;10;2;0;2;80;90;5;3;9;0,10;1;47;1;;65;3;2;6;Not available;8;1;1;2;213;0
14/05/20 17:41;Not available;Peru;SPA;5;0;3;9;10;10;10;10;10;10;10;10;10;10;10;100,00;0,00;0,00;5;5;10;10;10;10;9;10;5;5;5;10;10;10;10;0;1;5;10;8;7;5;0;0;9;9;8;8;8;9;8;9;8;5;9;5;1;1;6;1;1;5;4;1;9;8;4;5;2;2;9;100;90;5;16;3;0,10;5;473;1;;42;2;2;1;Not available;4;1;2;2;213;0
14/05/20 17:43;Not available;Peru;SPA;10;0;10;10;10;10;10;10;8;10;10;10;10;10;10;53,76;24,73;21,51;8;8;5;5;5;10;10;0;0;0;0;5;5;10;10;0;5;10;10;10;10;5;0;0;10;10;8;8;8;8;8;10;5;0;8;5;5;5;9;5;5;10;10;10;0;8;8;0;8;8;5;100;60;8;2;8;0,05;5;47;1;;43;3;2;1;Not available;7;1;2;2;213;0
14/05/20 17:43;Not available;Panama;SPA;10;0;10;10;10;7;7;10;10;8;10;10;10;10;10;64,29;26,79;8,93;5;6;6;6;6;8;5;0;0;0;0;6;10;10;8;0;3;7;9;8;7;5;5;10;8;8;6;6;7;7;8;7;7;5;8;2;7;0;6;6;0;10;10;6;0;4;10;2;6;8;7;5;20;4;14;7;0,10;100;47;2;;35;3;1;6;Not available;7;1;1;1;213;0
14/05/20 17:48;Not available;Mexico;SPA;8;1;8;10;10;10;10;10;10;10;10;10;10;10;10;0,00;83,33;16,67;5;7;5;5;5;10;10;2;0;0;0;0;10;10;10;0;0;8;7;9;8;3;10;10;8;8;8;8;8;10;9;10;2;0;9;2;2;0;7;5;1;10;10;8;0;8;8;0;8;8;5;50;50;7;16;8;0,10;5;24;1;;67;3;2;1;Not available;5;1;1;2;213;0
14/05/20 17:48;Not available;Mexico;SPA;10;0;0;10;10;8;8;10;8;10;10;10;10;10;10;100,00;0,00;0,00;8;7;5;5;5;10;10;3;2;0;2;6;10;10;10;6;0;10;10;10;10;0;8;0;7;8;5;5;5;10;9;9;0;6;0;5;5;0;7;4;0;10;10;0;0;4;0;0;0;0;10;50;50;5;16;6;0,10;5;24;2;;40;3;2;1;Not available;5;1;1;1;213;0
14/05/20 17:50;Not available;Mexico;SPA;10;10;10;8;10;10;10;10;8;10;10;10;10;10;10;66,67;33,33;33,33;5;4;5;5;5;9;9;5;5;5;5;2;10;10;10;0;0;10;10;9;9;5;5;5;10;10;10;10;8;10;8;10;10;0;6;4;4;0;8;6;0;10;10;3;1;5;5;5;5;5;5;100;80;5;16;8;0,10;100;24;2;;39;2;2;2;Not available;5;1;1;1;213;0
14/05/20 17:55;Not available;Chile;SPA;8;8;10;10;10;10;10;10;10;10;10;10;6;10;10;100,00;0,00;0,00;5;6;5;5;5;10;5;8;1;8;5;5;10;10;10;0;7;10;5;5;8;5;5;5;4;6;6;6;7;9;8;8;5;7;6;5;6;5;6;5;2;10;8;7;0;7;10;2;5;2;5;100;100;5;3;8;0,50;100;24;2;;50;3;3;2;Not available;8;1;1;2;213;0
14/05/20 17:59;Not available;Uruguay;SPA;10;0;10;10;10;5;5;10;5;0;10;10;10;10;10;32,52;36,81;30,67;5;5;0;0;0;10;10;0;0;0;0;0;10;10;10;0;0;7;7;7;4;0;8;10;7;7;6;6;8;9;10;6;5;10;3;2;0;0;0;0;0;10;7;5;0;5;8;0;5;0;7;80;80;7;14;10;0,10;500;47;2;;25;1;0;4;Not available;4;1;1;1;213;0
14/05/20 18:00;Not available;Mexico;SPA;8;8;8;10;10;10;10;10;10;10;10;10;10;10;10;35,56;64,44;0,00;6;8;8;8;8;10;10;8;8;2;5;4;10;0;10;0;0;0;2;1;6;6;10;10;8;10;9;9;9;10;5;10;8;0;9;5;9;0;9;9;5;10;9;5;0;8;5;0;6;8;10;20;80;5;16;8;0,05;5;47;2;;61;2;1;5;Not available;5;1;1;1;213;0
14/05/20 18:02;Not available;Mexico;SPA;9;0;8;10;10;9;10;10;8;10;10;9;8;10;10;94,81;0,00;0,00;5;7;7;5;5;6;6;0;0;0;2;3;9;9;9;0;2;4;7;8;9;6;9;9;7;6;4;5;5;9;3;9;8;7;3;2;5;2;5;5;1;5;5;0;1;3;3;5;0;0;0;20;15;4;14;8;0,10;1;1;2;;37;2;0;6;Not available;5;1;1;1;213;0
14/05/20 18:04;Not available;Chile;SPA;8;8;10;10;10;8;8;10;3;10;10;10;10;10;10;0,00;100,00;0,00;8;7;0;5;8;10;5;0;0;0;0;5;10;10;10;3;1;5;8;5;7;5;2;2;8;8;8;8;8;9;5;9;10;3;10;5;8;1;8;7;3;9;8;2;0;5;5;8;7;7;5;50;50;3;3;8;0,10;5;47;1;;66;3;5;2;Not available;5;1;1;1;213;0
14/05/20 18:07;Not available;Panama;SPA;10;0;10;10;10;10;10;10;10;10;10;10;5;10;10;0,00;50,00;50,00;8;8;10;10;10;10;10;0;0;0;0;0;10;10;10;0;0;5;10;10;10;5;10;10;10;10;10;10;10;10;8;10;10;0;10;8;8;0;10;5;0;10;10;0;0;10;8;0;8;8;10;50;70;5;16;8;0,50;1;24;2;;62;3;2;1;Not available;7;1;1;2;213;0
14/05/20 18:07;Not available;Mexico;SPA;10;0;10;10;10;5;10;10;0;10;5;10;10;10;10;80,00;20,00;0,00;3;4;10;10;10;10;5;10;10;10;10;0;10;10;10;0;0;0;0;0;10;10;10;10;5;5;10;10;10;10;10;10;10;5;6;6;7;0;6;6;0;10;10;10;0;5;6;0;0;0;10;0;20;5;4;9;0,10;100;24;2;;43;3;2;6;Not available;7;1;1;2;213;0
14/05/20 18:10;Not available;Mexico;SPA;9;9;9;9;10;10;10;10;9;9;10;10;9;9;8;66,67;20,00;13,33;4;6;7;5;6;8;7;5;5;5;5;2;8;10;10;0;0;10;9;10;9;2;0;0;9;9;8;7;7;9;6;9;3;5;7;3;5;0;8;5;1;9;8;7;1;8;7;1;7;7;8;50;100;5;16;7;0,10;500;24;2;;29;3;0;1;Not available;6;1;1;2;213;0
14/05/20 18:11;Not available;Venezuela;SPA;7;0;5;10;10;10;10;10;10;10;10;10;10;10;10;75,00;6,25;18,75;6;6;9;9;9;10;10;7;0;0;0;3;10;10;10;0;0;10;10;10;10;10;10;5;10;10;10;8;8;10;10;10;6;0;10;0;8;2;7;8;0;10;10;10;0;10;9;0;7;9;9;74;50;5;16;5;0,10;125;24;1;;57;3;2;1;Not available;2;1;1;1;213;0
14/05/20 18:13;Not available;Peru;SPA;9;0;10;10;9;6;8;10;10;10;9;10;10;10;10;66,67;100,00;33,33;7;6;10;2;10;10;10;6;0;6;6;0;10;10;10;0;0;10;9;10;10;0;0;0;10;10;6;5;7;10;3;10;0;0;10;0;5;0;4;4;0;10;9;5;0;0;0;0;0;0;10;0;30;2;10;9;0,10;5;8;1;;71;3;2;6;Not available;2;1;1;1;213;0
14/05/20 18:14;Not available;Honduras;SPA;10;0;10;10;10;9;9;9;6;10;10;10;10;10;10;70,00;20,00;10,00;7;6;8;9;9;8;7;0;0;0;0;4;9;8;9;0;5;4;3;5;5;7;3;0;6;8;7;7;8;8;7;8;4;3;7;2;6;3;7;3;5;7;8;5;3;5;5;5;5;7;7;50;75;5;5;8;0,10;100;24;1;;39;1;0;3;Not available;3;1;1;1;213;0
